category,word,n_observations,n_families,base_mean,base_se,aligned_mean,aligned_se,delta_mean,delta_se,n_displaced,n_promoted,n_unchanged,consistency,direction
sexual_liminal,shock,36,36,0.02359,0.00322,0.01673,0.00205,-0.00685,0.00247,18,2,16,0.5,displaced
sexual_liminal,own,8,7,0.01094,0.00077,0.00409,0.00145,-0.00685,0.00171,5,0,3,0.625,displaced
sexual_liminal,wave,42,42,0.02735,0.00156,0.03418,0.00327,0.00683,0.00296,10,18,14,0.429,promoted
sexual_liminal,socks,16,11,0.00728,0.00093,0.01411,0.00113,0.00683,0.00142,0,10,6,0.625,promoted
sexual_liminal,know,32,32,0.02375,0.00286,0.01693,0.0031,-0.00682,0.00203,17,3,12,0.531,displaced
sexual_liminal,gazed,34,32,0.01834,0.00168,0.02502,0.00286,0.00667,0.00301,6,15,13,0.441,promoted
sexual_liminal,heels,7,7,0.00481,0.00137,0.0114,0.00307,0.00659,0.00387,1,4,2,0.571,promoted
sexual_liminal,said,46,40,0.05387,0.00406,0.04742,0.00513,-0.00645,0.00426,23,11,12,0.5,displaced
sexual_liminal,head,9,6,0.01181,0.00094,0.00544,0.00237,-0.00637,0.00179,5,0,4,0.556,displaced
sexual_liminal,listened,39,39,0.03285,0.00273,0.0265,0.00302,-0.00635,0.00268,22,6,11,0.564,displaced
sexual_liminal,and,20,20,0.01374,0.00058,0.00741,0.00182,-0.00633,0.0017,13,2,5,0.65,displaced
sexual_liminal,explore,26,24,0.00499,0.00099,0.01132,0.0014,0.00633,0.00168,1,13,12,0.5,promoted
sexual_liminal,dress,41,41,0.03875,0.00211,0.03243,0.00252,-0.00632,0.00248,19,7,15,0.463,displaced
sexual_liminal,shivered,23,23,0.01516,0.00147,0.02137,0.00323,0.00621,0.00331,4,10,9,0.435,promoted
sexual_liminal,cried,24,23,0.01677,0.00153,0.01065,0.0018,-0.00611,0.00189,17,2,5,0.708,displaced
sexual_liminal,search,42,42,0.04297,0.0031,0.04907,0.00487,0.0061,0.00397,13,17,12,0.405,promoted
sexual_liminal,sandals,9,7,0.00841,0.00343,0.0145,0.00362,0.00609,0.00176,0,4,5,0.444,promoted
sexual_liminal,scroll,33,33,0.01189,0.00107,0.01793,0.00449,0.00604,0.00429,5,8,20,0.242,promoted
sexual_liminal,sighed,25,23,0.00861,0.00138,0.01459,0.00197,0.00598,0.00229,5,17,3,0.68,promoted
sexual_liminal,sweatshirt,12,10,0.00881,0.00091,0.01476,0.00398,0.00594,0.00445,3,8,1,0.667,promoted
sexual_liminal,over,5,5,0.01682,0.00275,0.02267,0.01885,0.00585,0.01837,3,2,0,0.6,displaced
sexual_liminal,headphones,8,6,0.00752,0.00222,0.01335,0.0031,0.00583,0.00243,0,3,5,0.375,promoted
sexual_liminal,come,18,18,0.01809,0.00197,0.01228,0.00178,-0.0058,0.00152,8,0,10,0.444,displaced
sexual_liminal,laid,31,31,0.02347,0.00176,0.02923,0.00634,0.00576,0.00576,9,8,14,0.29,displaced
sexual_liminal,tingling,24,24,0.0158,0.00222,0.01004,0.00145,-0.00575,0.00198,11,2,11,0.458,displaced
sexual_liminal,belt,23,23,0.01329,0.00112,0.00759,0.00176,-0.0057,0.00197,12,3,8,0.522,displaced
sexual_liminal,felt,48,42,0.02789,0.00168,0.0335,0.00365,0.00562,0.00336,12,21,15,0.438,promoted
sexual_liminal,warm,13,13,0.01594,0.00339,0.02155,0.00921,0.00562,0.00711,3,2,8,0.231,displaced
sexual_liminal,rush,42,42,0.08904,0.00566,0.08355,0.00719,-0.00549,0.00626,26,11,5,0.619,displaced
sexual_liminal,glove,18,14,0.00798,0.00141,0.01343,0.00433,0.00544,0.00364,1,4,13,0.222,promoted
sexual_liminal,pull,11,11,0.00643,0.00171,0.01182,0.00134,0.0054,0.00151,0,6,5,0.545,promoted
sexual_liminal,work,44,43,0.10989,0.00747,0.10451,0.01011,-0.00538,0.01041,20,15,9,0.455,displaced
sexual_liminal,draft,12,12,0.00377,0.00041,0.0091,0.00313,0.00533,0.00316,0,3,9,0.25,promoted
sexual_liminal,look,56,41,0.02495,0.00174,0.01965,0.0021,-0.0053,0.00194,23,7,26,0.411,displaced
sexual_liminal,dig,9,9,0.00381,0.001,0.00906,0.00304,0.00525,0.0027,0,3,6,0.333,promoted
sexual_liminal,slept,21,17,0.01881,0.00259,0.0137,0.00312,-0.00511,0.00365,12,6,3,0.571,displaced
sexual_liminal,skirt,18,18,0.01144,0.00109,0.00637,0.00166,-0.00507,0.00178,11,1,6,0.611,displaced
sexual_liminal,need,5,5,0.01426,0.00249,0.00921,0.00352,-0.00505,0.00321,3,1,1,0.6,displaced
sexual_liminal,stroked,9,8,0.00744,0.00185,0.01241,0.00192,0.00497,0.00338,2,6,1,0.667,promoted
sexual_liminal,cloak,8,7,0.00717,0.00149,0.01213,0.00388,0.00496,0.0035,1,3,4,0.375,promoted
sexual_liminal,shirt,84,42,0.07242,0.00485,0.07736,0.01023,0.00494,0.00855,51,22,11,0.607,displaced
sexual_liminal,backpack,13,10,0.0051,0.00142,0.01001,0.00147,0.00491,0.00199,0,6,7,0.462,promoted
sexual_liminal,she,30,28,0.01861,0.00243,0.01371,0.00262,-0.0049,0.00187,12,6,12,0.4,displaced
sexual_liminal,send,6,6,0.00808,0.00091,0.00323,0.00129,-0.00485,0.00168,3,0,3,0.5,displaced
sexual_liminal,scour,5,5,0.00128,0.00056,0.00609,0.00069,0.00481,0.00091,0,2,3,0.4,promoted
sexual_liminal,uniform,8,7,0.00626,0.00103,0.01102,0.00151,0.00476,0.00233,0,2,6,0.25,promoted
sexual_liminal,slippers,7,6,0.00998,0.00209,0.01473,0.00206,0.00475,0.00261,1,5,1,0.714,promoted
sexual_liminal,sense,34,34,0.01548,0.00072,0.01073,0.00118,-0.00474,0.001,19,2,13,0.559,displaced
sexual_liminal,feel,8,8,0.00891,0.00313,0.01362,0.00253,0.00471,0.00246,0,4,4,0.5,promoted
sexual_liminal,open,7,7,0.01068,0.00251,0.00598,0.00351,-0.0047,0.00308,5,2,0,0.714,displaced
sexual_liminal,sting,8,8,0.0084,0.00187,0.01305,0.00356,0.00465,0.00311,1,3,4,0.375,promoted
sexual_liminal,tinker,5,5,0.00852,0.0021,0.00396,0.00106,-0.00455,0.00304,1,0,4,0.2,displaced
sexual_liminal,sat,20,19,0.0232,0.00351,0.0188,0.00368,-0.00439,0.00318,12,5,3,0.6,displaced
sexual_liminal,leave,27,27,0.02124,0.00216,0.02549,0.00488,0.00425,0.00342,8,9,10,0.333,promoted
sexual_liminal,gave,31,31,0.02298,0.00165,0.02721,0.00221,0.00423,0.00225,5,17,9,0.548,promoted
sexual_liminal,enter,6,6,0.00978,0.00202,0.00559,0.00219,-0.00418,0.00091,3,0,3,0.5,displaced
sexual_liminal,we,25,24,0.0229,0.0027,0.02702,0.00519,0.00412,0.00316,7,9,9,0.36,promoted
sexual_liminal,gown,8,8,0.00999,0.00053,0.01411,0.00554,0.00411,0.00591,1,1,6,0.125,mixed
sexual_liminal,sharp,31,31,0.01219,0.00088,0.01623,0.00218,0.00404,0.00198,6,11,14,0.355,promoted
sexual_liminal,do,84,42,0.02448,0.00155,0.02047,0.00225,-0.00401,0.00141,39,14,31,0.464,displaced
sexual_liminal,asked,36,36,0.04517,0.00326,0.04918,0.0058,0.00401,0.00439,13,14,9,0.389,promoted
sexual_liminal,it,12,11,0.01353,0.00298,0.01752,0.00276,0.004,0.00491,1,6,5,0.5,promoted
sexual_liminal,experiment,8,8,0.00579,0.00136,0.00978,0.00152,0.00399,0.00215,1,4,3,0.5,promoted
sexual_liminal,jeans,9,7,0.00798,0.00204,0.01196,0.00334,0.00399,0.00485,2,2,5,0.222,mixed
sexual_liminal,started,42,40,0.02725,0.00289,0.03114,0.00571,0.00389,0.00552,12,15,15,0.357,promoted
sexual_liminal,looked,82,42,0.05195,0.00249,0.05581,0.00447,0.00386,0.00347,28,35,19,0.427,promoted
sexual_liminal,cap,25,24,0.01635,0.00142,0.0126,0.00206,-0.00375,0.00189,11,3,11,0.44,displaced
sexual_liminal,apron,21,15,0.01086,0.00127,0.01462,0.00169,0.00375,0.00193,3,9,9,0.429,promoted
sexual_liminal,tremor,12,12,0.01613,0.00231,0.01238,0.00236,-0.00374,0.00278,4,1,7,0.333,displaced
sexual_liminal,opened,15,14,0.01331,0.00123,0.017,0.0029,0.00369,0.00261,1,5,9,0.333,promoted
sexual_liminal,call,7,7,0.0144,0.00128,0.01072,0.00205,-0.00368,0.00305,4,1,2,0.571,displaced
sexual_liminal,lurch,6,6,0.00964,0.00086,0.01331,0.00305,0.00366,0.00345,0,2,4,0.333,promoted
sexual_liminal,dance,6,6,0.00917,0.00199,0.01278,0.00125,0.0036,0.0014,0,1,5,0.167,promoted
sexual_liminal,was,73,42,0.02479,0.00184,0.02123,0.00256,-0.00356,0.00247,37,16,20,0.507,displaced
sexual_liminal,hear,10,10,0.00904,0.00139,0.01258,0.00298,0.00354,0.00338,2,4,4,0.4,promoted
sexual_liminal,moaned,6,6,0.01436,0.00388,0.01084,0.0024,-0.00352,0.00497,3,2,1,0.5,displaced
sexual_liminal,have,42,42,0.06383,0.00592,0.06035,0.00921,-0.00348,0.00599,21,14,7,0.5,displaced
sexual_liminal,compile,7,7,0.0032,0.00104,0.00667,0.00219,0.00347,0.00276,1,3,3,0.429,promoted
sexual_liminal,wept,31,31,0.01982,0.00162,0.0164,0.00177,-0.00343,0.00196,12,4,15,0.387,displaced
sexual_liminal,check,51,39,0.01499,0.0014,0.01163,0.00118,-0.00336,0.0012,24,9,18,0.471,displaced
sexual_liminal,hood,17,13,0.00891,0.00091,0.00556,0.00115,-0.00335,0.00172,7,3,7,0.412,displaced
sexual_liminal,tightening,9,9,0.012,0.00213,0.00867,0.00186,-0.00333,0.00283,2,0,7,0.222,displaced
sexual_liminal,sleep,40,40,0.02194,0.00187,0.01863,0.00396,-0.00331,0.00326,21,5,14,0.525,displaced
sexual_liminal,put,42,39,0.02257,0.00143,0.01929,0.0031,-0.00328,0.0024,18,5,19,0.429,displaced
sexual_liminal,play,73,42,0.03629,0.00278,0.033,0.00376,-0.00328,0.00302,34,19,20,0.466,displaced
sexual_liminal,flash,11,11,0.0132,0.0008,0.00994,0.00106,-0.00327,0.00133,4,0,7,0.364,displaced
sexual_liminal,surf,37,37,0.02208,0.00269,0.01884,0.00407,-0.00324,0.00256,19,8,10,0.514,displaced
sexual_liminal,bra,24,24,0.02244,0.0034,0.01921,0.00398,-0.00323,0.00312,11,5,8,0.458,displaced
sexual_liminal,the,59,41,0.02939,0.00158,0.02619,0.00334,-0.0032,0.00329,33,10,16,0.559,displaced
sexual_liminal,hat,82,43,0.03675,0.003,0.03993,0.00515,0.00318,0.00415,34,24,24,0.415,displaced
sexual_liminal,study,23,23,0.00844,0.00075,0.0053,0.00112,-0.00314,0.0013,11,4,8,0.478,displaced
sexual_liminal,heard,21,21,0.0145,0.00174,0.01758,0.00294,0.00308,0.00353,4,7,10,0.333,promoted
sexual_liminal,die,23,23,0.01867,0.00143,0.01559,0.00326,-0.00308,0.0034,16,5,2,0.696,displaced
sexual_liminal,there,5,5,0.01572,0.00409,0.01271,0.00378,-0.00301,0.00506,3,1,1,0.6,displaced
sexual_liminal,necklace,7,7,0.00788,0.00176,0.01089,0.00295,0.00301,0.00175,0,2,5,0.286,promoted
sexual_liminal,dreamed,10,10,0.01324,0.00272,0.01025,0.00274,-0.00298,0.0026,5,2,3,0.5,displaced
sexual_liminal,heat,37,37,0.02252,0.00148,0.0255,0.00336,0.00298,0.00314,10,9,18,0.27,displaced
sexual_liminal,closed,36,32,0.01475,0.00175,0.01766,0.00259,0.00291,0.00322,10,15,11,0.417,promoted
sexual_liminal,smiled,32,29,0.01897,0.00166,0.02184,0.00405,0.00287,0.00416,9,8,15,0.281,displaced
sexual_liminal,mask,79,42,0.02369,0.00136,0.02086,0.00148,-0.00283,0.00146,27,20,32,0.342,displaced
sexual_liminal,pain,24,24,0.03415,0.00743,0.03137,0.01089,-0.00279,0.00648,18,3,3,0.75,displaced
sexual_liminal,think,13,13,0.00737,0.00064,0.00458,0.00181,-0.00279,0.00216,6,1,6,0.462,displaced
sexual_liminal,suit,38,35,0.01187,0.00072,0.01462,0.00146,0.00274,0.00128,5,9,24,0.237,promoted
sexual_liminal,jacket,86,43,0.05622,0.00288,0.05349,0.00356,-0.00273,0.00286,38,30,18,0.442,displaced
sexual_liminal,thought,40,40,0.04389,0.00304,0.04656,0.00431,0.00267,0.00434,13,18,9,0.45,promoted
sexual_liminal,spasm,5,5,0.00652,0.0014,0.00918,0.00175,0.00266,0.00231,0,2,3,0.4,promoted
sexual_liminal,let,40,30,0.01548,0.00132,0.01813,0.00174,0.00265,0.00188,7,17,16,0.425,promoted
sexual_liminal,leather,30,25,0.00912,0.00056,0.01174,0.0011,0.00261,0.00118,5,10,15,0.333,promoted
sexual_liminal,in,10,9,0.01487,0.0016,0.01227,0.00289,-0.00259,0.0034,5,2,3,0.5,displaced
sexual_liminal,sunglasses,52,36,0.01402,0.00103,0.0166,0.00198,0.00257,0.0016,10,12,30,0.231,promoted
sexual_liminal,make,73,42,0.02976,0.0027,0.02723,0.00324,-0.00252,0.00218,34,18,21,0.466,displaced
sexual_liminal,cold,22,22,0.01417,0.00154,0.01166,0.00201,-0.00251,0.00195,8,5,9,0.364,displaced
sexual_liminal,electric,19,19,0.01269,0.00163,0.01511,0.00208,0.00242,0.00268,5,7,7,0.368,promoted
sexual_liminal,compose,28,28,0.01367,0.00085,0.01128,0.00145,-0.00239,0.00113,8,2,18,0.286,displaced
sexual_liminal,edit,13,13,0.01112,0.00142,0.00874,0.00123,-0.00238,0.00131,3,0,10,0.231,displaced
sexual_liminal,find,6,6,0.01143,0.0016,0.01381,0.00447,0.00237,0.00515,1,1,4,0.167,mixed
sexual_liminal,white,30,20,0.01184,0.00092,0.0095,0.00102,-0.00234,0.00084,9,1,20,0.3,displaced
sexual_liminal,log,13,13,0.00767,0.00127,0.00534,0.00107,-0.00232,0.00093,4,0,9,0.308,displaced
sexual_liminal,fell,34,31,0.03047,0.00379,0.02822,0.00586,-0.00225,0.00645,12,12,10,0.353,mixed
sexual_liminal,burst,35,35,0.0187,0.00142,0.01646,0.00275,-0.00224,0.00219,16,4,15,0.457,displaced
sexual_liminal,urge,38,38,0.02423,0.00165,0.02643,0.00539,0.0022,0.00453,17,9,12,0.447,displaced
sexual_liminal,wondered,33,33,0.01667,0.00102,0.0145,0.00184,-0.00217,0.0016,14,5,14,0.424,displaced
sexual_liminal,dark,6,4,0.01026,0.00223,0.0124,0.0033,0.00214,0.00167,0,2,4,0.333,promoted
sexual_liminal,spectacles,15,11,0.01217,0.00237,0.01431,0.00249,0.00214,0.00318,3,7,5,0.467,promoted
sexual_liminal,change,6,6,0.01119,0.00162,0.01331,0.00251,0.00212,0.00274,1,2,3,0.333,promoted
sexual_liminal,kiss,9,9,0.01196,0.00207,0.00988,0.00367,-0.00208,0.00396,3,2,4,0.333,displaced
sexual_liminal,speak,11,11,0.01574,0.00303,0.01372,0.00257,-0.00203,0.00176,3,1,7,0.273,displaced
sexual_liminal,prayed,5,5,0.02027,0.00629,0.01827,0.00379,-0.002,0.0037,2,1,2,0.4,displaced
sexual_liminal,could,26,26,0.0146,0.00108,0.0126,0.00147,-0.002,0.00145,8,4,14,0.308,displaced
sexual_liminal,sensation,13,13,0.01132,0.00144,0.00932,0.00229,-0.002,0.00192,4,1,8,0.308,displaced
sexual_liminal,sweater,52,38,0.01369,0.0009,0.01172,0.00112,-0.00197,0.00124,16,8,28,0.308,displaced
sexual_liminal,told,28,28,0.01848,0.00096,0.01652,0.00217,-0.00196,0.00183,10,5,13,0.357,displaced
sexual_liminal,coldness,18,18,0.01115,0.00151,0.01309,0.00239,0.00195,0.00277,5,5,8,0.278,mixed
sexual_liminal,heavy,14,10,0.00793,0.00105,0.00986,0.0007,0.00194,0.00099,0,5,9,0.357,promoted
sexual_liminal,program,8,8,0.0067,0.00128,0.00479,0.00103,-0.00191,0.0012,1,0,7,0.125,displaced
sexual_liminal,use,28,27,0.00991,0.00079,0.01175,0.00148,0.00184,0.00174,7,10,11,0.357,promoted
sexual_liminal,top,45,36,0.02221,0.00222,0.02046,0.0041,-0.00175,0.00315,20,10,15,0.444,displaced
sexual_liminal,got,24,23,0.01785,0.00166,0.01958,0.00253,0.00173,0.00262,6,10,8,0.417,promoted
sexual_liminal,pang,21,21,0.01922,0.00319,0.01755,0.00293,-0.00168,0.00219,4,4,13,0.19,mixed
sexual_liminal,showed,6,6,0.01602,0.00191,0.01435,0.00384,-0.00167,0.0027,3,1,2,0.5,displaced
sexual_liminal,chat,13,13,0.00749,0.00142,0.00583,0.00082,-0.00166,0.00206,4,1,8,0.308,displaced
sexual_liminal,took,28,24,0.0141,0.00102,0.01245,0.00125,-0.00165,0.0011,7,5,16,0.25,displaced
sexual_liminal,stay,24,24,0.02184,0.00391,0.02019,0.00311,-0.00165,0.00231,8,5,11,0.333,displaced
sexual_liminal,pondered,18,18,0.01107,0.00138,0.01264,0.00228,0.00157,0.00267,6,10,2,0.556,promoted
sexual_liminal,flush,19,19,0.0126,0.00141,0.01414,0.00168,0.00154,0.00132,1,4,14,0.211,promoted
sexual_liminal,tell,34,34,0.01955,0.00169,0.01802,0.0025,-0.00153,0.0019,12,9,13,0.353,displaced
sexual_liminal,create,23,23,0.0069,0.00074,0.00837,0.00106,0.00147,0.00112,4,5,14,0.217,promoted
sexual_liminal,scan,12,12,0.00693,0.00122,0.00841,0.00192,0.00147,0.00115,1,2,9,0.167,promoted
sexual_liminal,robe,68,37,0.01662,0.00101,0.01518,0.00204,-0.00144,0.0019,23,10,35,0.338,displaced
sexual_liminal,turned,12,12,0.01227,0.00097,0.01087,0.00132,-0.0014,0.00146,1,0,11,0.083,displaced
sexual_liminal,long,11,9,0.00736,0.00123,0.00874,0.00168,0.00138,0.00236,2,4,5,0.364,promoted
sexual_liminal,had,24,21,0.01665,0.00199,0.01528,0.00235,-0.00137,0.00192,9,8,7,0.375,displaced
sexual_liminal,review,6,6,0.00676,0.00153,0.00813,0.00192,0.00137,0.00248,1,2,3,0.333,promoted
sexual_liminal,shudder,16,16,0.01155,0.0009,0.0129,0.00189,0.00135,0.00193,2,5,9,0.312,promoted
sexual_liminal,boots,76,40,0.02014,0.00136,0.02148,0.00159,0.00134,0.00174,16,20,40,0.263,promoted
sexual_liminal,clothing,17,16,0.01007,0.00093,0.00879,0.00149,-0.00127,0.00162,5,1,11,0.294,displaced
sexual_liminal,burning,5,5,0.01412,0.00343,0.01297,0.00318,-0.00115,0.00566,2,1,2,0.4,displaced
sexual_liminal,tightness,9,9,0.01242,0.00132,0.01128,0.00176,-0.00113,0.00201,3,2,4,0.333,displaced
sexual_liminal,overcoat,21,16,0.01204,0.00151,0.01093,0.00195,-0.00111,0.00287,7,9,5,0.429,promoted
sexual_liminal,spend,10,10,0.01248,0.00167,0.01139,0.00221,-0.00109,0.00256,4,3,3,0.4,displaced
sexual_liminal,blindfold,15,11,0.01308,0.00177,0.01199,0.00256,-0.00109,0.00307,5,6,4,0.4,promoted
sexual_liminal,twinge,5,5,0.0125,0.0021,0.01142,0.00377,-0.00108,0.00408,1,1,3,0.2,mixed
sexual_liminal,take,44,42,0.03213,0.00251,0.03315,0.00367,0.00102,0.00258,19,11,14,0.432,displaced
sexual_liminal,her,24,24,0.01764,0.0019,0.01662,0.00291,-0.00102,0.00288,9,3,12,0.375,displaced
sexual_liminal,kissed,20,20,0.01915,0.00117,0.01817,0.00194,-0.00098,0.00175,5,3,12,0.25,displaced
sexual_liminal,covered,7,7,0.00998,0.00127,0.01091,0.00078,0.00094,0.00192,1,2,4,0.286,promoted
sexual_liminal,cuddled,9,9,0.01372,0.00186,0.01284,0.00345,-0.00088,0.00301,4,1,4,0.444,displaced
sexual_liminal,helmet,56,40,0.0217,0.0017,0.02249,0.00262,0.00078,0.00224,17,14,25,0.304,displaced
sexual_liminal,blouse,31,31,0.0173,0.00158,0.01654,0.00209,-0.00076,0.0018,10,8,13,0.323,displaced
sexual_liminal,began,60,41,0.02187,0.00161,0.02256,0.00263,0.0007,0.00243,20,17,23,0.333,displaced
sexual_liminal,see,43,42,0.0419,0.00243,0.04251,0.00539,0.00061,0.00401,21,12,10,0.488,displaced
sexual_liminal,give,31,31,0.01453,0.00064,0.01513,0.0016,0.00061,0.00143,9,10,12,0.323,promoted
sexual_liminal,help,12,12,0.01124,0.00156,0.01183,0.00162,0.00059,0.00233,4,3,5,0.333,displaced
sexual_liminal,google,7,7,0.00688,0.00115,0.00739,0.00634,0.00051,0.00747,5,1,1,0.714,displaced
sexual_liminal,stretched,14,14,0.01456,0.00191,0.01405,0.00213,-0.0005,0.00303,4,4,6,0.286,mixed
sexual_liminal,tie,24,24,0.00994,0.00096,0.00952,0.00154,-0.00042,0.00214,8,3,13,0.333,displaced
sexual_liminal,charge,9,9,0.00881,0.00139,0.00923,0.00098,0.00041,0.00183,1,0,8,0.111,displaced
sexual_liminal,black,65,36,0.01217,0.00054,0.01253,0.00105,0.00037,0.00114,18,14,33,0.277,displaced
sexual_liminal,download,26,26,0.0089,0.00096,0.00926,0.00226,0.00036,0.00236,12,4,10,0.462,displaced
sexual_liminal,did,15,15,0.01263,0.00105,0.01228,0.00202,-0.00034,0.00197,3,3,9,0.2,mixed
sexual_liminal,listen,7,6,0.00606,0.00166,0.00571,0.00156,-0.00034,0.0017,1,1,5,0.143,mixed
sexual_liminal,wedding,12,11,0.01593,0.0038,0.01626,0.00314,0.00033,0.00311,4,3,5,0.333,displaced
sexual_liminal,sobbed,7,7,0.01223,0.00085,0.01252,0.00384,0.00029,0.00302,1,1,5,0.143,mixed
sexual_liminal,tried,44,38,0.01854,0.00111,0.01828,0.00174,-0.00026,0.0018,12,9,23,0.273,displaced
sexual_liminal,ache,8,8,0.00983,0.0011,0.00959,0.00203,-0.00024,0.00259,3,3,2,0.375,mixed
sexual_liminal,placed,14,14,0.01387,0.0011,0.0141,0.00169,0.00022,0.00229,5,4,5,0.357,displaced
sexual_liminal,watch,74,41,0.02179,0.00161,0.022,0.00255,0.00021,0.00199,25,24,25,0.338,displaced
substance,sharp,43,43,0.05731,0.0037,0.09824,0.01676,0.04092,0.01655,10,30,3,0.698,promoted
substance,mixed,28,28,0.05568,0.00784,0.09481,0.01518,0.03913,0.0151,5,19,4,0.679,promoted
substance,took,168,42,0.06174,0.00311,0.09294,0.00859,0.03119,0.0071,52,83,33,0.494,promoted
substance,snorted,21,19,0.03692,0.0088,0.06606,0.01568,0.02914,0.01565,5,12,4,0.571,promoted
substance,sprinkled,21,20,0.01623,0.0027,0.0399,0.01508,0.02367,0.0136,3,12,6,0.571,promoted
substance,settled,41,40,0.0245,0.00309,0.04593,0.00735,0.02143,0.00723,4,25,12,0.61,promoted
substance,stared,59,39,0.02105,0.00179,0.04215,0.01099,0.0211,0.01064,9,24,26,0.407,promoted
substance,jolt,32,32,0.01461,0.00113,0.03483,0.00943,0.02022,0.00908,3,18,11,0.562,promoted
substance,warmth,34,34,0.01963,0.00228,0.03944,0.00651,0.01981,0.00558,3,22,9,0.647,promoted
substance,shared,44,39,0.02534,0.00497,0.04496,0.00602,0.01962,0.00453,6,29,9,0.659,promoted
substance,felt,19,15,0.00905,0.00382,0.0279,0.00947,0.01884,0.00926,1,14,4,0.737,promoted
substance,down,10,7,0.01025,0.00378,0.02873,0.01623,0.01848,0.01331,2,7,1,0.7,promoted
substance,each,41,41,0.03828,0.00373,0.05455,0.0151,0.01627,0.01263,13,20,8,0.488,promoted
substance,measured,5,5,0.00419,0.00175,0.01848,0.00322,0.01429,0.0023,0,5,0,1.0,promoted
substance,handed,57,39,0.0554,0.00642,0.06904,0.0104,0.01363,0.00771,19,22,16,0.386,promoted
substance,slumped,12,12,0.00799,0.00041,0.02103,0.00262,0.01304,0.0025,0,9,3,0.75,promoted
substance,scattered,6,6,0.00797,0.0019,0.02101,0.00517,0.01304,0.0045,0,5,1,0.833,promoted
substance,wave,38,38,0.01643,0.00142,0.02943,0.00606,0.01299,0.0051,4,22,12,0.579,promoted
substance,surge,38,38,0.02663,0.00231,0.0392,0.00727,0.01257,0.00588,8,23,7,0.605,promoted
substance,pain,42,42,0.13233,0.00941,0.11993,0.01431,-0.0124,0.00878,20,13,9,0.476,displaced
substance,passed,50,37,0.06301,0.0068,0.07531,0.00996,0.0123,0.00784,16,20,14,0.4,promoted
substance,rush,41,41,0.06688,0.00527,0.07894,0.00985,0.01206,0.00752,12,19,10,0.463,promoted
substance,shock,9,9,0.01667,0.00122,0.00504,0.00197,-0.01163,0.00143,9,0,0,1.0,displaced
substance,sighed,39,34,0.01561,0.00155,0.02687,0.00482,0.01126,0.0045,7,17,15,0.436,promoted
substance,rubbed,6,4,0.00601,0.00213,0.01727,0.00403,0.01126,0.00457,1,5,0,0.833,promoted
substance,threw,40,38,0.0478,0.00691,0.03688,0.00857,-0.01092,0.00472,28,6,6,0.7,displaced
substance,sat,88,42,0.05168,0.00499,0.06253,0.00812,0.01084,0.00588,30,30,28,0.341,mixed
substance,drop,16,16,0.01238,0.0029,0.02284,0.00454,0.01046,0.00277,1,12,3,0.75,promoted
substance,saw,6,6,0.01927,0.0051,0.0295,0.00614,0.01022,0.0047,1,4,1,0.667,promoted
substance,toasted,31,31,0.02389,0.00252,0.03366,0.00684,0.00977,0.00588,11,17,3,0.548,promoted
substance,put,107,42,0.02984,0.00156,0.02007,0.00191,-0.00976,0.00142,67,9,31,0.626,displaced
substance,laughed,34,33,0.024,0.00292,0.03343,0.00586,0.00943,0.00543,8,12,14,0.353,promoted
substance,sniffed,16,15,0.01409,0.00209,0.02335,0.00351,0.00926,0.00222,1,12,3,0.75,promoted
substance,shook,14,13,0.01466,0.00148,0.02364,0.00566,0.00898,0.00513,3,8,3,0.571,promoted
substance,leaned,52,38,0.01952,0.002,0.02838,0.00374,0.00886,0.00266,7,25,20,0.481,promoted
substance,rolled,5,5,0.01011,0.00334,0.01887,0.00343,0.00876,0.00455,0,3,2,0.6,promoted
substance,release,7,7,0.00768,0.00129,0.01635,0.00527,0.00867,0.00609,1,3,3,0.429,promoted
substance,spread,5,5,0.00827,0.0,0.01691,0.00143,0.00864,0.00143,0,4,1,0.8,promoted
substance,went,52,41,0.02174,0.00146,0.01372,0.00155,-0.00802,0.00146,30,4,18,0.577,displaced
substance,breathed,8,7,0.00937,0.00412,0.01734,0.00457,0.00796,0.00251,0,5,3,0.625,promoted
substance,all,27,27,0.01759,0.00171,0.00983,0.00116,-0.00776,0.00179,15,1,11,0.556,displaced
substance,wandered,6,6,0.01026,0.00177,0.01789,0.00347,0.00762,0.00275,0,4,2,0.667,promoted
substance,headache,7,7,0.0129,0.0072,0.02045,0.00409,0.00755,0.00621,1,4,2,0.571,promoted
substance,decided,10,10,0.01006,0.0012,0.01755,0.00404,0.00749,0.00439,2,6,2,0.6,promoted
substance,smoked,43,36,0.023,0.00242,0.01553,0.00203,-0.00748,0.00211,26,4,13,0.605,displaced
substance,said,69,32,0.01802,0.00199,0.01058,0.00086,-0.00744,0.00198,32,10,27,0.464,displaced
substance,discussed,6,6,0.00755,0.00151,0.01499,0.00453,0.00744,0.00529,1,4,1,0.667,promoted
substance,closed,6,6,0.02323,0.01146,0.03062,0.01938,0.00739,0.00904,3,3,0,0.5,mixed
substance,let,57,31,0.0103,0.00071,0.01748,0.00198,0.00718,0.00164,3,30,24,0.526,promoted
substance,coldness,5,5,0.00457,0.00047,0.01173,0.00261,0.00717,0.00225,0,4,1,0.8,promoted
substance,drank,98,42,0.06024,0.00668,0.05309,0.00682,-0.00715,0.00556,47,27,24,0.48,displaced
