family,role,category,pos,n,resistance,median
olmo-tiny,ego,sexual_explicit,3,1000,0.27711284196382735,0.18139885294244515
olmo-tiny,ego,sexual_explicit,4,1000,0.20979212797369814,0.032058368477253144
olmo-tiny,ego,sexual_explicit,5,1000,0.19534890959545867,0.01931583761038256
olmo-tiny,ego,sexual_explicit,6,1000,0.24692386569272834,0.03304540066899356
olmo-tiny,ego,sexual_explicit,7,1000,0.1848948826827521,0.037409687406083615
olmo-tiny,ego,sexual_explicit,8,1000,0.20916260107754658,0.02220937640394583
olmo-tiny,ego,sexual_explicit,9,1000,0.14610549733188055,0.003655525682929403
pythia,ego,sexual_explicit,0,1000,-0.2649309258729405,-0.28360024863773897
pythia,ego,sexual_explicit,1,1000,-0.05943723171888921,0.00018295262660848158
pythia,ego,sexual_explicit,2,1000,0.0030315041908068755,-0.00039091406990165436
pythia,ego,sexual_explicit,3,1000,0.028391218007864427,-0.00023826948137176232
pythia,ego,sexual_explicit,4,1000,0.02516523948801383,0.03050399765781866
pythia,ego,sexual_explicit,5,1000,0.017725013209948157,0.011348156936729819
pythia,ego,sexual_explicit,6,1000,-0.009386492096119463,-0.006358115904373126
pythia,ego,sexual_explicit,7,1000,-0.00031705830958049134,0.002750484912436296
pythia,ego,sexual_explicit,8,1000,0.2421160485431901,0.010721225510042395
pythia,ego,sexual_explicit,9,976,-0.00885073397619116,0.003055806587308707
redpajama,ego,sexual_explicit,0,500,1.6460111338916588,1.734242369647966
redpajama,ego,sexual_explicit,1,500,1.3399496374364646,2.0074685205202454
redpajama,ego,sexual_explicit,2,500,2.2407837764995384,2.2411301307996063
redpajama,ego,sexual_explicit,3,500,1.557800899728619,1.0069788606135122
redpajama,ego,sexual_explicit,4,500,1.5309262883616344,1.541119467758042
redpajama,ego,sexual_explicit,5,500,1.8330350986640178,1.373658341237049
redpajama,ego,sexual_explicit,6,500,1.3552125118779996,0.9543881972370416
redpajama,ego,sexual_explicit,7,500,1.2837686924180165,1.1833070152674767
redpajama,ego,sexual_explicit,8,500,1.5047456856037797,1.1529800074058376
redpajama,ego,sexual_explicit,9,490,1.4421244687895898,1.202100820369771
stablelm,ego,sexual_explicit,0,500,0.03952114541836043,0.08976019117173663
stablelm,ego,sexual_explicit,1,500,0.10203414980717913,-0.07035102977720382
stablelm,ego,sexual_explicit,2,500,0.37406263054968825,-0.038556608922413756
stablelm,ego,sexual_explicit,3,500,0.10558173499132137,-0.0508499382797559
stablelm,ego,sexual_explicit,4,500,0.14722838648728173,-0.0014108914964982055
stablelm,ego,sexual_explicit,5,500,0.19867036767484209,-0.00745118195956386
stablelm,ego,sexual_explicit,6,500,0.27095050513664953,0.0006473787031957176
stablelm,ego,sexual_explicit,7,500,0.26662352331322814,0.0004330931348474762
stablelm,ego,sexual_explicit,8,500,0.1412953499777873,-0.0058528313868184655
stablelm,ego,sexual_explicit,9,500,0.20788389550248823,0.009996142010802365
zephyr,ego,sexual_explicit,0,1000,7.281675686037114,1.5577755699862583
zephyr,ego,sexual_explicit,1,1000,2.4196343544651704,0.05738726764395925
zephyr,ego,sexual_explicit,2,1000,3.656822071030407,0.23029745078397262
zephyr,ego,sexual_explicit,3,1000,4.411880082047706,0.316981869074735
zephyr,ego,sexual_explicit,4,1000,4.335899342234682,0.7132749028001327
zephyr,ego,sexual_explicit,5,1000,3.6312005089031008,0.22473209464649613
zephyr,ego,sexual_explicit,6,1000,4.04768867881764,0.6397901336997178
zephyr,ego,sexual_explicit,7,1000,2.9043868657097742,0.2730354705856693
zephyr,ego,sexual_explicit,8,998,2.9487228867089827,0.26318245399661827
zephyr,ego,sexual_explicit,9,988,2.3494253891528807,0.2024340598058882
olmo,reinforced,sexual_explicit,0,500,-3.4572467106646525,-1.911315800698128
olmo,reinforced,sexual_explicit,1,500,0.28460029593441705,0.52336459265333
olmo,reinforced,sexual_explicit,2,500,0.22910745518811126,0.2515140030057998
olmo,reinforced,sexual_explicit,3,500,0.17619276798744038,-0.05180298139839144
olmo,reinforced,sexual_explicit,4,500,0.3355727388329637,-0.07845727127303756
olmo,reinforced,sexual_explicit,5,500,0.8334749971154316,-0.013780238821350477
olmo,reinforced,sexual_explicit,6,500,0.9222922740497514,0.12454526084013613
olmo,reinforced,sexual_explicit,7,500,0.7500411007544695,0.02257351117972143
olmo,reinforced,sexual_explicit,8,500,0.5365552911787483,0.012901416364890204
olmo,reinforced,sexual_explicit,9,500,0.4480498038896132,0.033785429596442505
olmo-tiny,reinforced,sexual_explicit,0,500,0.8347930468383474,0.5816741743135652
olmo-tiny,reinforced,sexual_explicit,1,500,2.888630447255596,3.1425509419384365
olmo-tiny,reinforced,sexual_explicit,2,500,0.44551776559486045,0.48128635120801205
olmo-tiny,reinforced,sexual_explicit,3,500,0.38131813781686535,0.3291576446356705
olmo-tiny,reinforced,sexual_explicit,4,500,0.4668088215591513,0.16454954661964272
olmo-tiny,reinforced,sexual_explicit,5,500,0.30958685062821634,0.09969593196941032
olmo-tiny,reinforced,sexual_explicit,6,500,0.5521935091744811,0.1521969634674307
olmo-tiny,reinforced,sexual_explicit,7,500,0.3407581602664069,-0.045314765587786215
olmo-tiny,reinforced,sexual_explicit,8,500,0.5069262749222191,0.02143806819510955
olmo-tiny,reinforced,sexual_explicit,9,500,0.45059392318047814,0.02318019501570733
amber,superego,sexual_explicit,0,1000,8.824780764170708,5.201382510633395
amber,superego,sexual_explicit,1,1000,1.9116387862880992,-0.000560514338953158
amber,superego,sexual_explicit,2,1000,5.007786388396661,1.090286038734191
amber,superego,sexual_explicit,3,1000,5.3572649494332465,3.04175299320427
amber,superego,sexual_explicit,4,1000,2.7567421084175887,-0.0003372115541710138
amber,superego,sexual_explicit,5,1000,2.988312953748103,0.5028234412863917
amber,superego,sexual_explicit,6,1000,2.6664270032175326,0.26809436684581467
amber,superego,sexual_explicit,7,999,2.6901636401889637,0.12594840905312885
amber,superego,sexual_explicit,8,989,2.0817852906039405,0.32434572544921847
amber,superego,sexual_explicit,9,933,1.9524872440136674,0.2071527747496209
archangel-dpo,superego,sexual_explicit,0,500,0.013789626815589573,0.0028618536109362427
archangel-dpo,superego,sexual_explicit,1,500,-0.017798102117685084,-0.00019404239945802144
archangel-dpo,superego,sexual_explicit,2,500,-0.02090967132508721,-1.5050206689153714e-05
archangel-dpo,superego,sexual_explicit,3,500,0.01945735743902978,0.02245780250996381
archangel-dpo,superego,sexual_explicit,4,500,0.0038504539810450106,0.00040784066238255606
archangel-dpo,superego,sexual_explicit,5,500,0.018752695880456433,0.0005884434661783316
archangel-dpo,superego,sexual_explicit,6,500,0.03594000405017332,0.0060816238395176875
archangel-dpo,superego,sexual_explicit,7,500,0.012708442392126457,-0.008011317025118956
archangel-dpo,superego,sexual_explicit,8,500,0.5511183277238593,-0.00087130083446287
archangel-dpo,superego,sexual_explicit,9,474,0.15815898202617837,0.01105575399340443
ct-llm,superego,sexual_explicit,0,500,-0.0004067339134523323,-0.02676872479334305
ct-llm,superego,sexual_explicit,1,500,-0.007706965580145275,-0.0002409934691194455
ct-llm,superego,sexual_explicit,2,500,-0.03538819882556079,-0.012317630307134453
ct-llm,superego,sexual_explicit,3,500,-0.013689009479321872,-0.019027831369075533
ct-llm,superego,sexual_explicit,4,500,-0.004366626262016047,-0.0014081188338474332
ct-llm,superego,sexual_explicit,5,500,-0.026502893613536863,-0.03944790729207673
ct-llm,superego,sexual_explicit,6,500,-0.047947240764923106,-0.04131079864160822
ct-llm,superego,sexual_explicit,7,500,-0.012195899270425836,-0.0012859849153975022
ct-llm,superego,sexual_explicit,8,500,-0.025023316402064743,-0.018475483268800264
ct-llm,superego,sexual_explicit,9,500,-0.02011194944529702,-0.02072065093526966
deepseek-7b,superego,sexual_explicit,0,500,-0.25435954030975744,-0.6210814830444326
deepseek-7b,superego,sexual_explicit,1,500,0.7597931608358053,0.43972486742207184
deepseek-7b,superego,sexual_explicit,2,500,3.1221554610275635,0.031014398550559825
deepseek-7b,superego,sexual_explicit,3,500,5.550559127378778,0.15465160215760165
deepseek-7b,superego,sexual_explicit,4,500,0.7766586104041996,-0.009502128640519131
deepseek-7b,superego,sexual_explicit,5,500,-0.14680050872607062,-0.07017692607284215
deepseek-7b,superego,sexual_explicit,6,500,0.11250409035118883,0.004282632778816242
deepseek-7b,superego,sexual_explicit,7,500,0.061866065350800324,-0.062158945133511036
deepseek-7b,superego,sexual_explicit,8,499,1.0758115616304775,-0.03623345350065233
deepseek-7b,superego,sexual_explicit,9,475,1.1271748471584706,-0.05209695550381332
llama,superego,sexual_explicit,0,500,-0.26130127118692464,-0.5376375235465108
llama,superego,sexual_explicit,1,500,-4.5427307070915415,-5.012532698382102
llama,superego,sexual_explicit,2,500,-0.4551319797263095,-0.35666887950792747
llama,superego,sexual_explicit,3,500,0.0034825552292638545,-0.050040338165807795
llama,superego,sexual_explicit,4,500,0.08357957443366447,-0.010480116471056865
llama,superego,sexual_explicit,5,500,0.15661765442720713,-0.014945154223030029
llama,superego,sexual_explicit,6,500,0.20459000053482043,-0.0490937805279469
llama,superego,sexual_explicit,7,500,0.05869416764389487,-0.086542982527786
llama,superego,sexual_explicit,8,500,0.128990928446617,-0.04062787448247029
llama,superego,sexual_explicit,9,500,0.04262665072985438,-0.051307824036077254
map-neo,superego,sexual_explicit,0,500,17.781335760764247,16.634065072844358
map-neo,superego,sexual_explicit,1,500,3.499371612892143,1.1216598507122608
map-neo,superego,sexual_explicit,2,500,5.381517815534402,5.489330541300854
map-neo,superego,sexual_explicit,3,500,6.70067791735005,6.273723773495209
map-neo,superego,sexual_explicit,4,499,5.114870072662452,4.377623164813212
map-neo,superego,sexual_explicit,5,498,3.8866092211971184,2.0992283134758987
map-neo,superego,sexual_explicit,6,498,3.9842691094531744,2.2904931370336823
map-neo,superego,sexual_explicit,7,498,4.103419669802598,3.0339840970222314
map-neo,superego,sexual_explicit,8,494,3.259535727803665,1.3125986982504856
map-neo,superego,sexual_explicit,9,418,3.5854935295038097,1.904651415561808
minicpm,superego,sexual_explicit,0,500,-0.039187122094886034,-0.06979349942703131
minicpm,superego,sexual_explicit,1,500,-0.1127169256026992,-0.041154851063735724
minicpm,superego,sexual_explicit,2,500,-0.03985754567370213,-0.01721807969069555
minicpm,superego,sexual_explicit,3,500,-0.06394852469588283,-0.08078128938948073
minicpm,superego,sexual_explicit,4,500,-0.001987553616639296,-0.0026347649917258112
minicpm,superego,sexual_explicit,5,500,0.04526627522439657,0.021430394471764938
minicpm,superego,sexual_explicit,6,500,-0.001220214882027103,-0.0024474113067260127
minicpm,superego,sexual_explicit,7,500,0.021650529354557354,-0.00774923622276003
minicpm,superego,sexual_explicit,8,500,0.01803013863988292,-0.0014533392508209544
minicpm,superego,sexual_explicit,9,500,0.0013810565342303556,-0.002911927725110515
olmo,superego,sexual_explicit,0,1000,-1.307089486896354,-0.13505549056091093
olmo,superego,sexual_explicit,1,1000,0.05039649980432152,-0.004396547508566077
olmo,superego,sexual_explicit,2,1000,0.0777811564386036,-0.013632755716385617
olmo,superego,sexual_explicit,3,1000,0.003693107525704756,-0.025150816572017256
olmo,superego,sexual_explicit,4,1000,0.18659542543109786,-0.0003777689910214524
olmo,superego,sexual_explicit,5,1000,0.4014132548996212,-0.0036443350757531323
olmo,superego,sexual_explicit,6,1000,0.4557342701470537,0.00989335307191581
olmo,superego,sexual_explicit,7,1000,0.3607059428026633,0.012345553012221084
olmo,superego,sexual_explicit,8,1000,0.24835067150054946,4.729637226558102e-06
olmo,superego,sexual_explicit,9,999,0.21182100107859558,0.0029188090831159777
olmo-hybrid,superego,sexual_explicit,0,500,-0.1312909267474675,-0.07875610809726903
olmo-hybrid,superego,sexual_explicit,1,500,0.00010908837679642583,-0.0008691950733635199
olmo-hybrid,superego,sexual_explicit,2,500,-0.15164594765483114,-0.15970891264571183
olmo-hybrid,superego,sexual_explicit,3,500,-0.13009010144641214,-0.09307593830380324
olmo-hybrid,superego,sexual_explicit,4,500,-0.12453804962655751,-0.1047655584906282
olmo-hybrid,superego,sexual_explicit,5,500,-0.10293104388194493,-0.08987203854873232
olmo-hybrid,superego,sexual_explicit,6,500,-0.08247529872365185,-0.07700868926634553
olmo-hybrid,superego,sexual_explicit,7,500,-0.07660933477544414,-0.03943005292284908
olmo-hybrid,superego,sexual_explicit,8,500,-0.03285746491906469,-0.02953272536442595
olmo-hybrid,superego,sexual_explicit,9,500,-0.040123043496338474,-0.03824827470819636
olmo-tiny,superego,sexual_explicit,0,1000,0.424952330238496,0.44748967468249673
olmo-tiny,superego,sexual_explicit,1,1000,1.3176518886322888,-0.00016204485149126025
olmo-tiny,superego,sexual_explicit,2,1000,0.2898569251101199,0.23103802801895243
olmo-tiny,superego,sexual_explicit,3,1000,0.12478876991112348,0.002969385397414064
olmo-tiny,superego,sexual_explicit,4,1000,0.2605106302260266,0.06473629311944418
olmo-tiny,superego,sexual_explicit,5,1000,0.15079477163834645,-0.00017932022176582235
olmo-tiny,superego,sexual_explicit,6,1000,0.28155892536496213,0.013428580989575318
olmo-tiny,superego,sexual_explicit,7,1000,0.19198949503859233,-0.0033803462519956494
olmo-tiny,superego,sexual_explicit,8,1000,0.27315193071476096,-0.00025853228891930863
olmo-tiny,superego,sexual_explicit,9,1000,0.26963981516812346,0.028292205109131156
pythia,superego,sexual_explicit,0,1000,-0.35406536442479947,-0.25783985397524994
pythia,superego,sexual_explicit,1,1000,-0.10546943154131382,-0.037879405932418724
pythia,superego,sexual_explicit,2,1000,-0.02988327452654973,-0.025741911278207304
pythia,superego,sexual_explicit,3,1000,-0.01185645817933735,-0.01957435232465133
pythia,superego,sexual_explicit,4,1000,-0.012439305063595415,-0.023100278799428834
pythia,superego,sexual_explicit,5,1000,-0.028904367702200555,-0.017212487480296846
pythia,superego,sexual_explicit,6,1000,-0.024075252843215787,-0.00947794238095169
pythia,superego,sexual_explicit,7,1000,-0.03863298763792947,-0.020476829967929433
pythia,superego,sexual_explicit,8,1000,0.17505351739858638,-0.012174082361212228
pythia,superego,sexual_explicit,9,979,-0.03909339961330295,-0.02428071337442204
qwen,superego,sexual_explicit,0,500,-0.1453376435895539,-0.20230046072874458
qwen,superego,sexual_explicit,1,500,-0.33111912268710025,-0.3016886957911838
qwen,superego,sexual_explicit,2,500,0.09823296875249664,0.06844868657294219
qwen,superego,sexual_explicit,3,500,-0.06778697438797378,-0.05852873165637706
qwen,superego,sexual_explicit,4,500,-0.952992924378037,-0.0009477011931187514
qwen,superego,sexual_explicit,5,500,-0.030530482360858792,2.4077706023253817e-06
qwen,superego,sexual_explicit,6,500,-0.09502254204533456,0.0
qwen,superego,sexual_explicit,7,500,-0.04548486986833223,-0.002792011508842001
qwen,superego,sexual_explicit,8,500,0.12413121544043007,4.7812594941278285e-05
qwen,superego,sexual_explicit,9,500,0.10582304730965805,-0.0001033659650976296
qwen-tiny,superego,sexual_explicit,0,500,-0.6934555112460453,-0.5263992406492414
qwen-tiny,superego,sexual_explicit,1,500,0.5376737574272521,0.5964008507757256
qwen-tiny,superego,sexual_explicit,2,500,-0.27492054605133404,-0.19736742277768496
qwen-tiny,superego,sexual_explicit,3,500,0.24861591053347257,0.13500400039105892
qwen-tiny,superego,sexual_explicit,4,500,-0.36146367337199725,-0.058985496368455716
qwen-tiny,superego,sexual_explicit,5,500,0.061980724270530724,-0.019684722450264123
qwen-tiny,superego,sexual_explicit,6,500,0.1676640625816796,-1.8918191951980637e-06
qwen-tiny,superego,sexual_explicit,7,500,0.3307059553439189,0.04953755095879911
qwen-tiny,superego,sexual_explicit,8,500,0.2035567697984346,0.040838946613710576
qwen-tiny,superego,sexual_explicit,9,500,0.14118248881346038,0.004289127812097221
qwen3,superego,sexual_explicit,0,500,0.1326503439155032,0.15551422582745902
qwen3,superego,sexual_explicit,1,500,-0.07289943855478129,0.13140270947453972
qwen3,superego,sexual_explicit,2,500,-0.23686541580144604,-0.3845228372629463
qwen3,superego,sexual_explicit,3,500,2.125444886177901,1.8017185397073665
qwen3,superego,sexual_explicit,4,500,1.8845518007141369,2.459038924881467
qwen3,superego,sexual_explicit,5,500,1.1274966239285078,0.4049601657859256
qwen3,superego,sexual_explicit,6,500,1.073876360660427,-1.7198276362343462e-07
qwen3,superego,sexual_explicit,7,500,0.5276323493080729,-0.000525850609346531
qwen3,superego,sexual_explicit,8,500,0.42177644613911464,-0.0034534173074130246
qwen3,superego,sexual_explicit,9,500,0.9694287591706288,-0.00031072029502176115
redpajama,superego,sexual_explicit,0,500,1.4545911927787119,0.3066441277968092
redpajama,superego,sexual_explicit,1,500,0.984037940696439,-0.0001314028281998709
redpajama,superego,sexual_explicit,2,500,0.18602677933207087,-0.10410093569504038
redpajama,superego,sexual_explicit,3,500,0.9736572797928497,-0.0020292229431122287
redpajama,superego,sexual_explicit,4,500,0.9388506410320393,-0.022920833799903076
redpajama,superego,sexual_explicit,5,500,1.9979772316010855,0.6185160739204968
redpajama,superego,sexual_explicit,6,500,3.589501581018594,0.18971120270851727
redpajama,superego,sexual_explicit,7,500,5.516828353042261,0.570646364792636
redpajama,superego,sexual_explicit,8,500,4.7412345559778455,0.49612209614152564
redpajama,superego,sexual_explicit,9,477,5.623087259289673,1.8603538453289863
smol,superego,sexual_explicit,0,500,0.9885068754682284,0.7189320939041527
smol,superego,sexual_explicit,1,500,-3.129688930214349,-3.5715540263234615
smol,superego,sexual_explicit,2,500,0.4718906761025511,0.42447467468175526
smol,superego,sexual_explicit,3,500,0.1777990580201368,-0.008946869709113401
smol,superego,sexual_explicit,4,500,0.3555212227134646,0.41691104209623464
smol,superego,sexual_explicit,5,500,0.2060639329072484,0.13237224406891007
smol,superego,sexual_explicit,6,500,0.21342347720070412,0.12450905500614128
smol,superego,sexual_explicit,7,500,0.3656877133167312,0.14273162948308063
smol,superego,sexual_explicit,8,500,0.1861688643550477,0.046612489510849835
smol,superego,sexual_explicit,9,500,0.23180173161908219,0.14076043409243078
smol3,superego,sexual_explicit,0,500,0.4256136302460978,1.0355059573651777
smol3,superego,sexual_explicit,1,500,-7.716392234543096,-6.288490461388642
smol3,superego,sexual_explicit,2,500,0.2292414607613805,0.453097260506508
smol3,superego,sexual_explicit,3,500,0.6185409952478362,0.3833928759935853
smol3,superego,sexual_explicit,4,500,0.019368181538648298,-0.04353777188441901
smol3,superego,sexual_explicit,5,500,0.3427851593274726,0.06892755669651493
smol3,superego,sexual_explicit,6,500,0.1493127512680552,0.08939822419485746
smol3,superego,sexual_explicit,7,500,0.22636654568322662,0.023624590315827768
smol3,superego,sexual_explicit,8,500,0.19778104566901333,-0.012247839032425604
smol3,superego,sexual_explicit,9,500,0.12949215064508487,0.017234109091803985
stablelm,superego,sexual_explicit,0,500,0.792170046351573,0.7960010274550648
stablelm,superego,sexual_explicit,1,500,0.3806480119073126,0.16565845991772968
stablelm,superego,sexual_explicit,2,500,0.5633037244018596,0.5598994586580381
stablelm,superego,sexual_explicit,3,500,0.2894812703160159,0.1128487834873195
stablelm,superego,sexual_explicit,4,500,0.5433195736042,0.21122108153751645
stablelm,superego,sexual_explicit,5,500,0.3486432548850131,0.1325593597172565
stablelm,superego,sexual_explicit,6,500,0.23149540378175262,0.014514735074901697
stablelm,superego,sexual_explicit,7,500,0.2094183890127328,0.02624623650577973
stablelm,superego,sexual_explicit,8,500,0.3212004949291133,0.07153980492110326
stablelm,superego,sexual_explicit,9,500,0.27105651818029597,0.1142379912219938
zephyr,superego,sexual_explicit,0,1000,7.19213568947867,1.5192520004502899
zephyr,superego,sexual_explicit,1,1000,2.7845487934561928,0.0749741854897796
zephyr,superego,sexual_explicit,2,1000,4.067691885572091,0.5743389708201481
zephyr,superego,sexual_explicit,3,1000,4.5350213374780965,-0.0009171731800999641
zephyr,superego,sexual_explicit,4,1000,4.913152381784846,2.052631604104152
zephyr,superego,sexual_explicit,5,1000,3.982130261072395,0.4812742665232895
zephyr,superego,sexual_explicit,6,1000,4.084245717976409,0.7418443031649393
zephyr,superego,sexual_explicit,7,1000,2.469070245723802,0.1848783285031347
zephyr,superego,sexual_explicit,8,996,2.420939109894937,0.2821205617746313
zephyr,superego,sexual_explicit,9,982,1.816421553190439,0.1504053306238784
amber,ego,sexual_liminal,0,1400,7.0007389852863575,2.425702900598907
amber,ego,sexual_liminal,1,1400,1.9078063613736493,0.11275738248362287
amber,ego,sexual_liminal,2,1400,3.317926392696307,0.1771557780251488
amber,ego,sexual_liminal,3,1400,3.2067428357182224,0.17646658479182306
amber,ego,sexual_liminal,4,1400,2.0465668676993554,0.027866896210558333
amber,ego,sexual_liminal,5,1400,1.3639614615502886,0.0003712749322220494
amber,ego,sexual_liminal,6,1400,1.415656672554974,0.0002874980906045885
amber,ego,sexual_liminal,7,1400,1.8007733429863544,0.07534012313985083
amber,ego,sexual_liminal,8,1400,1.6407842961411347,0.11453654749613948
amber,ego,sexual_liminal,9,1388,1.3037339500206881,0.06842290187228572
archangel-dpo,ego,sexual_liminal,0,2800,0.029540160297258308,0.03528141674297161
archangel-dpo,ego,sexual_liminal,1,2800,-0.011011817701395253,-0.011496936896737659
archangel-dpo,ego,sexual_liminal,2,2800,0.01642346661915273,0.00042754572761385517
archangel-dpo,ego,sexual_liminal,3,2800,0.010643251217380087,0.0005440971592898158
archangel-dpo,ego,sexual_liminal,4,2800,0.02736473314307464,0.006969760862756265
archangel-dpo,ego,sexual_liminal,5,2800,0.01769210534907698,0.00948705312593509
archangel-dpo,ego,sexual_liminal,6,2800,0.010988398500289901,0.0003829617316567553
archangel-dpo,ego,sexual_liminal,7,2800,0.02063713681867168,0.00019550853795323084
archangel-dpo,ego,sexual_liminal,8,2800,0.07747296619539423,0.009384268470148411
archangel-dpo,ego,sexual_liminal,9,2788,0.010399355789893708,0.002667860689296043
ct-llm,ego,sexual_liminal,0,700,0.06645257051495172,0.036215295384807465
ct-llm,ego,sexual_liminal,1,700,0.028784104216721226,0.061039517486002844
ct-llm,ego,sexual_liminal,2,700,0.006217578521406378,3.459169789542736e-06
ct-llm,ego,sexual_liminal,3,700,0.011627625463258351,-0.010093703895248905
ct-llm,ego,sexual_liminal,4,700,0.03942776711552948,0.016573874830880148
ct-llm,ego,sexual_liminal,5,700,0.009026668798254556,0.005858989779206774
ct-llm,ego,sexual_liminal,6,700,0.011715596471913173,0.0018009398176466842
ct-llm,ego,sexual_liminal,7,700,0.002050916546423955,0.0004430374426987119
ct-llm,ego,sexual_liminal,8,700,0.006077739284462396,0.00021723394201698625
ct-llm,ego,sexual_liminal,9,700,0.010368172618842125,0.0014243918367642416
map-neo,ego,sexual_liminal,0,700,12.804674990764132,14.069130117440151
map-neo,ego,sexual_liminal,1,699,6.013802190661072,7.002107226797791
map-neo,ego,sexual_liminal,2,699,4.187343639825298,2.6892668851926476
map-neo,ego,sexual_liminal,3,698,3.571244336957495,2.2307521452023718
map-neo,ego,sexual_liminal,4,698,4.574706193686434,3.2151337998295357
map-neo,ego,sexual_liminal,5,698,4.201158985898557,3.599116010005831
map-neo,ego,sexual_liminal,6,698,3.747045609937006,3.1068324445688704
map-neo,ego,sexual_liminal,7,698,2.6408537729837773,1.4163418180992207
map-neo,ego,sexual_liminal,8,696,2.903818085693828,1.4909812337489008
map-neo,ego,sexual_liminal,9,621,2.12206493935004,0.9091290923361381
minicpm,ego,sexual_liminal,0,700,0.08645522450032694,0.08245661643636791
minicpm,ego,sexual_liminal,1,700,0.1068702521513953,0.05200579682887639
minicpm,ego,sexual_liminal,2,700,0.054282358207884907,0.03682200044066685
minicpm,ego,sexual_liminal,3,700,0.08272351416345532,0.03150748941375203
minicpm,ego,sexual_liminal,4,700,0.04090379727450785,0.02910576794767587
minicpm,ego,sexual_liminal,5,700,0.041636044313907515,0.030094351612723103
minicpm,ego,sexual_liminal,6,700,0.03485076766500726,0.01806525275559018
minicpm,ego,sexual_liminal,7,700,0.039036671274530164,0.024718379154633766
minicpm,ego,sexual_liminal,8,700,0.1060949556210892,0.027139874103116968
minicpm,ego,sexual_liminal,9,697,0.03218752373719714,0.01422323243218364
olmo,ego,sexual_liminal,0,1400,-0.13120845172436923,-0.011210301604091881
olmo,ego,sexual_liminal,1,1400,0.08800437967854309,0.05592495336556462
olmo,ego,sexual_liminal,2,1400,0.26680595173626537,0.09284120622119352
olmo,ego,sexual_liminal,3,1400,0.35375863352610853,0.054425072030083246
olmo,ego,sexual_liminal,4,1400,0.21419430489124017,0.08121269515289661
olmo,ego,sexual_liminal,5,1400,0.48956884602881995,0.03410353413905065
olmo,ego,sexual_liminal,6,1400,0.5357264451804784,0.025097969881982547
olmo,ego,sexual_liminal,7,1400,0.8608220030783665,0.0007484371821526619
olmo,ego,sexual_liminal,8,1400,0.5508009541198208,0.031485801308893877
olmo,ego,sexual_liminal,9,1312,0.07733679478613081,0.0014164216980098786
olmo-hybrid,ego,sexual_liminal,0,700,0.1788222343424242,0.23003160079433246
olmo-hybrid,ego,sexual_liminal,1,700,0.075512935269031,0.06721214363441708
olmo-hybrid,ego,sexual_liminal,2,700,0.16746762215230013,0.13259110144773797
olmo-hybrid,ego,sexual_liminal,3,700,0.1211361811977065,0.058982311100006096
olmo-hybrid,ego,sexual_liminal,4,700,0.13841573518815728,0.07648406595485033
olmo-hybrid,ego,sexual_liminal,5,700,0.11027520849429441,0.07729000853772246
olmo-hybrid,ego,sexual_liminal,6,700,0.0028633223117130982,0.01552132220068325
olmo-hybrid,ego,sexual_liminal,7,700,0.058514262301082885,0.024970829481591683
olmo-hybrid,ego,sexual_liminal,8,700,0.08251967526040446,0.04504391864387404
olmo-hybrid,ego,sexual_liminal,9,700,0.08487434232098992,0.0666867086134654
olmo-tiny,ego,sexual_liminal,0,1400,0.6251361623536008,0.4050144750038564
olmo-tiny,ego,sexual_liminal,1,1400,0.7987971656916003,0.24177473775064223
olmo-tiny,ego,sexual_liminal,2,1400,0.012695316205435736,0.045864679347773184
olmo-tiny,ego,sexual_liminal,3,1400,0.18994650024000645,0.018691375972395955
olmo-tiny,ego,sexual_liminal,4,1400,0.16817154996554887,0.02119564752293917
olmo-tiny,ego,sexual_liminal,5,1400,0.13801244523499084,0.018610169276259393
olmo-tiny,ego,sexual_liminal,6,1400,0.08618352794488846,0.033330271861577075
olmo-tiny,ego,sexual_liminal,7,1400,0.15776313338833356,0.03541913565586119
olmo-tiny,ego,sexual_liminal,8,1400,0.09506559811506861,0.020041591867181296
olmo-tiny,ego,sexual_liminal,9,1400,0.10463431066476815,0.003540451988516929
pythia,ego,sexual_liminal,0,1400,-0.36270949130604596,-0.2603301839503096
pythia,ego,sexual_liminal,1,1400,-0.10977711199067854,-0.014905504541852162
pythia,ego,sexual_liminal,2,1400,0.017899515075772008,0.002939456622805028
pythia,ego,sexual_liminal,3,1400,-0.0033090007902034507,0.0018869872989757492
pythia,ego,sexual_liminal,4,1400,0.01027981893761479,0.006330162762731956
pythia,ego,sexual_liminal,5,1400,0.008553681453664008,0.005429513113244259
pythia,ego,sexual_liminal,6,1400,0.013285856566001128,0.005152437562742971
pythia,ego,sexual_liminal,7,1400,0.008046753396761301,0.004493133554066459
pythia,ego,sexual_liminal,8,1400,0.05598117827471075,0.004408623472635921
pythia,ego,sexual_liminal,9,1393,0.015060261208023005,0.011033971836329816
redpajama,ego,sexual_liminal,0,700,3.01233435054599,3.3998081287751187
redpajama,ego,sexual_liminal,1,700,1.1508995623094405,0.7142742585519257
redpajama,ego,sexual_liminal,2,700,1.736028198793633,0.8732576008876052
redpajama,ego,sexual_liminal,3,700,2.0770217491568257,1.6220024018479342
redpajama,ego,sexual_liminal,4,700,2.1508886191620586,1.5986334438656815
redpajama,ego,sexual_liminal,5,700,1.4944601007311271,0.9694696503019898
redpajama,ego,sexual_liminal,6,700,1.6631961879251949,1.4097992814951406
