family,role,category,pos,n,resistance,median
olmo-tiny,ego,institutional,8,4800,0.1808676685991236,0.029014024750926123
olmo-tiny,ego,institutional,9,4798,0.19483959746692864,0.06002945142573672
pythia,ego,institutional,0,4800,-0.4796869972297226,-0.09337908746487593
pythia,ego,institutional,1,4800,0.04194277805034564,0.054354756389238305
pythia,ego,institutional,2,4800,-0.025336044993878207,0.003175668056614675
pythia,ego,institutional,3,4800,-0.02087277598679336,-0.00046987238881766587
pythia,ego,institutional,4,4800,-0.07188412175233674,0.0017130029418235971
pythia,ego,institutional,5,4800,-0.02202470340405301,-0.00021286656261674307
pythia,ego,institutional,6,4800,-0.026627760238693492,-1.5994719252851146e-05
pythia,ego,institutional,7,4800,-0.03231754157911785,0.0008632610869967662
pythia,ego,institutional,8,4800,0.13908056461847126,0.0022714479666846167
pythia,ego,institutional,9,4677,-0.0007128364778954624,0.002411305179450762
redpajama,ego,institutional,0,2400,2.874071500640265,2.453935031088685
redpajama,ego,institutional,1,2400,2.4580119528870337,2.1239553832860905
redpajama,ego,institutional,2,2400,2.1534579036298824,1.4744945804236862
redpajama,ego,institutional,3,2400,1.9367079319817615,1.3870623571044098
redpajama,ego,institutional,4,2400,2.006015083272711,1.4595510305490556
redpajama,ego,institutional,5,2400,1.9962048449307646,1.2518224994328873
redpajama,ego,institutional,6,2400,2.0046714909647103,1.2362618969086958
redpajama,ego,institutional,7,2400,2.191098433261544,1.230625032521113
redpajama,ego,institutional,8,2400,2.5870451901497162,1.54726687314889
redpajama,ego,institutional,9,2381,2.8654986717071824,1.5216561567280762
stablelm,ego,institutional,0,2400,-0.14748737589267644,-0.1708254550680754
stablelm,ego,institutional,1,2400,0.17515558510017384,0.07473545990491523
stablelm,ego,institutional,2,2400,0.16926018049179226,-0.003092211641088426
stablelm,ego,institutional,3,2400,0.1472845348592873,0.008333697222531208
stablelm,ego,institutional,4,2400,0.10903736316864827,-0.0035783465744624286
stablelm,ego,institutional,5,2400,0.07444602054869867,-0.0031407394782786394
stablelm,ego,institutional,6,2400,0.07718735338079029,-0.00586674020264651
stablelm,ego,institutional,7,2400,0.13328508495331248,-0.011475932211960789
stablelm,ego,institutional,8,2400,0.12393426448405188,-0.0013955769427602923
stablelm,ego,institutional,9,2400,0.13964894204457493,-0.0008502404556759462
zephyr,ego,institutional,0,4800,8.423811711399217,2.002129706126216
zephyr,ego,institutional,1,4800,4.295878474948232,0.5203927377920482
zephyr,ego,institutional,2,4800,2.59912742331956,0.06397861323062047
zephyr,ego,institutional,3,4800,2.879912112570594,0.13836736008491554
zephyr,ego,institutional,4,4800,2.1990300238161855,0.08393502755426899
zephyr,ego,institutional,5,4800,1.9595397200715134,0.04803181752374412
zephyr,ego,institutional,6,4800,1.903879162582461,0.060000936844986086
zephyr,ego,institutional,7,4800,1.5776102010080488,0.044207828470228736
zephyr,ego,institutional,8,4787,1.2315127763153395,0.030664479763119614
zephyr,ego,institutional,9,4708,1.1396238039644804,0.06394365499482074
olmo,reinforced,institutional,0,2400,-1.2223290926465962,-1.6767927451648492
olmo,reinforced,institutional,1,2400,1.627345084748802,1.7852720640707471
olmo,reinforced,institutional,2,2400,0.6051957437389935,0.20235231958882535
olmo,reinforced,institutional,3,2400,0.6603690544101198,0.209088803073585
olmo,reinforced,institutional,4,2400,0.5662796362219225,0.0197715960006552
olmo,reinforced,institutional,5,2400,0.6054194462630063,0.008923249751881078
olmo,reinforced,institutional,6,2400,0.3855194080187303,0.0359007807961783
olmo,reinforced,institutional,7,2400,0.4706501075916874,0.04643554931791594
olmo,reinforced,institutional,8,2400,0.32004313344601487,0.0001786393952683322
olmo,reinforced,institutional,9,2400,0.42830931656794796,0.03498051136534833
olmo-tiny,reinforced,institutional,0,2400,1.963845352861595,2.098086226852924
olmo-tiny,reinforced,institutional,1,2400,-0.9290531128901979,-0.6531069783860426
olmo-tiny,reinforced,institutional,2,2400,0.6082693706812415,0.311727133610549
olmo-tiny,reinforced,institutional,3,2400,0.3345444550012787,0.043954263198364055
olmo-tiny,reinforced,institutional,4,2400,0.5208769884327751,0.043679291828588915
olmo-tiny,reinforced,institutional,5,2400,0.5694734837500778,0.05912577805836952
olmo-tiny,reinforced,institutional,6,2400,0.3458131635139851,-0.024111317459155734
olmo-tiny,reinforced,institutional,7,2400,0.3278894492887244,-0.005996959825203715
olmo-tiny,reinforced,institutional,8,2400,0.30613178256278684,-0.0047738783409459785
olmo-tiny,reinforced,institutional,9,2398,0.4189791146335722,0.019111923412514057
amber,superego,institutional,0,4800,15.529371436511676,15.464119949576494
amber,superego,institutional,1,4800,7.823694876517039,5.9718322784326645
amber,superego,institutional,2,4800,3.69825172471581,1.3633618334940947
amber,superego,institutional,3,4800,3.50784577071365,1.1573495523058088
amber,superego,institutional,4,4800,3.2174139830650206,0.3811447799351532
amber,superego,institutional,5,4800,2.6036414367876786,0.17225594069345887
amber,superego,institutional,6,4800,2.3495197621836708,0.11513580195309903
amber,superego,institutional,7,4800,2.4401584286359124,0.2115002462052185
amber,superego,institutional,8,4792,2.6641277849963685,0.0924133965259294
amber,superego,institutional,9,4670,3.735987550211903,0.8224691505654562
archangel-dpo,superego,institutional,0,2400,-0.016563721280073603,-0.014206094399510389
archangel-dpo,superego,institutional,1,2400,0.020121124885235136,0.015999516271699363
archangel-dpo,superego,institutional,2,2400,0.020228330834764913,0.0016026944321486365
archangel-dpo,superego,institutional,3,2400,0.03327415113208305,0.016683556892982933
archangel-dpo,superego,institutional,4,2400,0.025354122481602005,0.017711412972993498
archangel-dpo,superego,institutional,5,2400,0.026860067785421913,0.008736529142106757
archangel-dpo,superego,institutional,6,2400,0.026388423396315402,0.010999802173782552
archangel-dpo,superego,institutional,7,2400,0.02917739622030092,0.004559246965837215
archangel-dpo,superego,institutional,8,2400,0.4943138623505826,0.008876702500503418
archangel-dpo,superego,institutional,9,2259,0.10153467625067955,0.006240680956198857
ct-llm,superego,institutional,0,2400,-0.013247746704012294,-0.020805831703986734
ct-llm,superego,institutional,1,2400,-0.030939532234816755,-0.006783118119291251
ct-llm,superego,institutional,2,2400,-0.01717354352160532,-0.0008985915820345468
ct-llm,superego,institutional,3,2400,-0.003009945571190467,-0.0012795336486304818
ct-llm,superego,institutional,4,2400,-0.005133740100837458,-0.001313404630620041
ct-llm,superego,institutional,5,2400,-0.02926199419989911,-0.018581366996354824
ct-llm,superego,institutional,6,2400,-0.01855782592533782,-0.006642882751059406
ct-llm,superego,institutional,7,2400,0.0014742724682045847,-0.0024209137777261797
ct-llm,superego,institutional,8,2400,-4.8317508720110835e-05,-0.0030281700573388
ct-llm,superego,institutional,9,2400,-0.006536353660226074,-0.007791029811663014
deepseek-7b,superego,institutional,0,2400,0.3122089841873409,0.2719727606994972
deepseek-7b,superego,institutional,1,2400,0.09052432232731117,0.01819526731530989
deepseek-7b,superego,institutional,2,2400,0.1583944003659329,-0.005251116277298577
deepseek-7b,superego,institutional,3,2400,0.15732160198926365,-0.0067767208240603295
deepseek-7b,superego,institutional,4,2400,0.22118272194478225,0.013354103651888142
deepseek-7b,superego,institutional,5,2400,0.14042455932098888,-0.011482689314999336
deepseek-7b,superego,institutional,6,2400,0.049925927600236376,-0.04013115650089831
deepseek-7b,superego,institutional,7,2400,0.0954445787119841,-0.02779772506577059
deepseek-7b,superego,institutional,8,2399,0.10334359620716896,-0.011396362704454821
deepseek-7b,superego,institutional,9,2348,0.12286907763688526,-7.839910825421282e-05
llama,superego,institutional,0,2400,-1.035078338918427,-1.1040401840962493
llama,superego,institutional,1,2400,-0.48009600761190546,-0.4460072268215529
llama,superego,institutional,2,2400,-0.1696478235619803,-0.3610867148112041
llama,superego,institutional,3,2400,0.07317439321702775,-0.03614211296657773
llama,superego,institutional,4,2400,0.0822028615220034,-0.06371906859689443
llama,superego,institutional,5,2400,0.011061233757948161,-0.03788860184112395
llama,superego,institutional,6,2400,0.11226912519843216,-0.04759905708946932
llama,superego,institutional,7,2400,0.12223780384540174,-0.030382006198897325
llama,superego,institutional,8,2400,0.13233203090384899,-0.037686717528941344
llama,superego,institutional,9,2400,0.205066107874037,-0.016614689832945673
map-neo,superego,institutional,0,2400,18.142400166782505,18.27879306919699
map-neo,superego,institutional,1,2399,9.04477898592617,9.745825119871084
map-neo,superego,institutional,2,2398,6.012208906689458,4.855915405159676
map-neo,superego,institutional,3,2398,5.140425326928314,4.216525812918887
map-neo,superego,institutional,4,2398,4.122444854213369,2.289388063711268
map-neo,superego,institutional,5,2398,3.517694384474465,1.9807821254910654
map-neo,superego,institutional,6,2398,2.6405573748513147,0.9977120742351041
map-neo,superego,institutional,7,2398,2.6525264906826016,0.9157941926049877
map-neo,superego,institutional,8,2393,2.4352629021573313,0.9101765307036732
map-neo,superego,institutional,9,2284,1.9621131701980108,0.5265197918749513
minicpm,superego,institutional,0,2400,-0.05775562993545631,-0.06254479542026835
minicpm,superego,institutional,1,2400,-0.02764540442142728,-0.01895184325046266
minicpm,superego,institutional,2,2400,-0.051073524655188975,-0.02269220743914429
minicpm,superego,institutional,3,2400,-0.018609661364899794,-0.006321954937156544
minicpm,superego,institutional,4,2400,-0.007973307983853137,-0.004628246606780622
minicpm,superego,institutional,5,2400,-0.019526844692110544,-0.010141049300344825
minicpm,superego,institutional,6,2400,-0.01766056672926542,-0.009474731697752136
minicpm,superego,institutional,7,2400,-0.015294866329593603,-0.007182545204429109
minicpm,superego,institutional,8,2400,-0.025160359638187295,-0.011678539890456944
minicpm,superego,institutional,9,2400,-0.01250212203900385,-0.009337235220832171
olmo,superego,institutional,0,4800,-0.5078923392381891,-0.20632199699417664
olmo,superego,institutional,1,4800,0.8430947733557242,0.24533100721984716
olmo,superego,institutional,2,4800,0.35254349418359615,0.07903883303307066
olmo,superego,institutional,3,4800,0.35108486006217443,-0.014821160330492798
olmo,superego,institutional,4,4800,0.2990324803897287,-3.439758400562402e-05
olmo,superego,institutional,5,4800,0.3211219711631806,-0.00045203708978547443
olmo,superego,institutional,6,4800,0.22035194844551367,0.0003049361304236064
olmo,superego,institutional,7,4800,0.2626710792706848,-0.0002895728861283884
olmo,superego,institutional,8,4800,0.20512496894331145,-0.0002556770780774496
olmo,superego,institutional,9,4800,0.26802895229805523,0.017477946354151154
olmo-hybrid,superego,institutional,0,2400,-0.1190373080840478,-0.09818767918982563
olmo-hybrid,superego,institutional,1,2400,-0.1024283524768492,-0.08250552594418023
olmo-hybrid,superego,institutional,2,2400,-0.053448042273129465,-0.007245697203366703
olmo-hybrid,superego,institutional,3,2400,-0.11373629456240927,-0.08853525611637696
olmo-hybrid,superego,institutional,4,2400,-0.06428082753724251,-0.05505539763035091
olmo-hybrid,superego,institutional,5,2400,-0.06153834094032183,-0.05313297611748783
olmo-hybrid,superego,institutional,6,2400,-0.06300542835445781,-0.06336551512129114
olmo-hybrid,superego,institutional,7,2400,-0.042140716183660165,-0.04111771557630372
olmo-hybrid,superego,institutional,8,2400,-0.027504238545402383,-0.021596537083241833
olmo-hybrid,superego,institutional,9,2400,0.0034275186804180223,-0.01913029098291626
olmo-tiny,superego,institutional,0,4800,1.0223260732730906,0.5015395480917203
olmo-tiny,superego,institutional,1,4800,-0.48227170926670615,-0.09566736555605455
olmo-tiny,superego,institutional,2,4800,0.2791531854757161,-0.0006782447121199153
olmo-tiny,superego,institutional,3,4800,0.15970415029876475,-0.00523559812742613
olmo-tiny,superego,institutional,4,4800,0.24829225837276966,-0.010361530973533732
olmo-tiny,superego,institutional,5,4800,0.26358986917655525,-0.006287643153507518
olmo-tiny,superego,institutional,6,4800,0.15685838442306466,-0.030044391634767093
olmo-tiny,superego,institutional,7,4800,0.16400683131824867,-0.018765104513247994
olmo-tiny,superego,institutional,8,4800,0.1721272637220147,-0.004129704596865135
olmo-tiny,superego,institutional,9,4798,0.25076705057564236,0.011344528112203687
pythia,superego,institutional,0,4800,-0.5347255169496637,-0.27516920542627116
pythia,superego,institutional,1,4800,-0.09056251747993234,-0.05306565121145513
pythia,superego,institutional,2,4800,-0.06806045984536142,-0.02277950312130695
pythia,superego,institutional,3,4800,-0.05960083092415982,-0.0251810593856759
pythia,superego,institutional,4,4800,-0.12175082901623883,-0.04507692954709726
pythia,superego,institutional,5,4800,-0.06774750442164514,-0.03984612905536646
pythia,superego,institutional,6,4800,-0.07444305913660022,-0.02951559339188056
pythia,superego,institutional,7,4800,-0.07108215478777201,-0.021552889350612874
pythia,superego,institutional,8,4800,0.08958436201860671,-0.021894015929610704
pythia,superego,institutional,9,4688,-0.026295481178815028,-0.028925242178161916
qwen,superego,institutional,0,2400,-0.4825538364876587,-0.2041777781385167
qwen,superego,institutional,1,2400,0.8151156051560206,0.3681775866038092
qwen,superego,institutional,2,2400,0.1547654070497012,-0.06336743360210853
qwen,superego,institutional,3,2400,-0.032653742075825304,-0.027731049911469588
qwen,superego,institutional,4,2400,-0.0589176801246186,-0.04867463079417282
qwen,superego,institutional,5,2400,-0.006753027135912792,-0.04189128879786549
qwen,superego,institutional,6,2400,-0.08263094315222214,-0.07575177105575505
qwen,superego,institutional,7,2400,-0.005774776911089125,-0.05933164802056139
qwen,superego,institutional,8,2400,-0.03143040133421851,-0.06836763213720518
qwen,superego,institutional,9,2400,-0.044735578822227985,-0.05094214397945284
qwen-tiny,superego,institutional,0,2400,0.8731772028155038,0.9246515333961489
qwen-tiny,superego,institutional,1,2400,0.7042276962258317,0.5602633978815598
qwen-tiny,superego,institutional,2,2400,0.032018464851606185,0.0196078705153389
qwen-tiny,superego,institutional,3,2400,0.014479852404866668,-0.024150903236880104
qwen-tiny,superego,institutional,4,2400,0.05584538293660713,-0.006952717692508664
qwen-tiny,superego,institutional,5,2400,0.012485272622029872,-0.008026433077080248
qwen-tiny,superego,institutional,6,2400,-0.012375102028298217,-0.00736817762796128
qwen-tiny,superego,institutional,7,2400,0.09356696334275524,5.159553333837319e-06
qwen-tiny,superego,institutional,8,2400,0.18535008100360198,0.009808187291649393
qwen-tiny,superego,institutional,9,2400,0.08735148281753416,-0.004802667778263283
qwen3,superego,institutional,0,2400,0.4995895714102117,0.6413442124673557
qwen3,superego,institutional,1,2400,0.22907083893628855,0.08157147635131638
qwen3,superego,institutional,2,2400,0.05990304240479638,-0.0987123420427082
qwen3,superego,institutional,3,2400,-0.10226653762133074,-0.17800111535145713
qwen3,superego,institutional,4,2400,0.1407577406681116,-0.030801211549968326
qwen3,superego,institutional,5,2400,0.02007512651025779,-0.12555689739107015
qwen3,superego,institutional,6,2400,0.040283581424837636,-0.13154673314435453
qwen3,superego,institutional,7,2400,0.04750140112029652,-0.1278599039261945
qwen3,superego,institutional,8,2400,0.03309488041191127,-0.13060501584426845
qwen3,superego,institutional,9,2399,0.015073988283779077,-0.13623300399102642
redpajama,superego,institutional,0,2400,4.210040265119242,2.915077157214745
redpajama,superego,institutional,1,2400,1.309692113087873,-0.10775967860830468
redpajama,superego,institutional,2,2400,1.455273343220233,-0.007962925495635717
redpajama,superego,institutional,3,2400,2.362444064344975,0.6505735134500513
